,Start_Date,End_Date,Mean_Price,Volatility,Start_Price,End_Price,Pct_Change,Min_Day_Change,Max_Day_Change
SHRIRAMCIT,2016-12-22,2017-01-03,1799.3,34.01,1799.4,1851.15,2.88,-1.59,2.66
MERCK,2016-12-22,2017-01-03,980.12,16.03,969.8,997.3,2.84,-2.43,2.31
BLUEDART,2016-12-22,2017-01-03,4335.71,90.44,4355.95,4479.4,2.83,-1.87,2.1
TATASTEEL,2016-12-22,2017-01-03,394.22,7.8,392.2,403.3,2.83,-3.04,3.96
ASHOKA,2016-12-22,2017-01-03,156.76,2.06,155.15,159.5,2.8,-1.62,2.71
TVSMOTOR,2016-12-22,2017-01-03,365.08,7.54,367.15,377.4,2.79,-4.08,3.17
GMDCLTD,2016-12-22,2017-01-03,91.75,1.58,92.05,94.6,2.77,-2.18,1.69
LALPATHLAB,2016-12-22,2017-01-03,1048.92,23.6,1043.45,1072.2,2.76,-2.12,1.79
DEN,2016-12-22,2017-01-03,65.82,0.88,65.2,67.0,2.76,-2.1,2.36
TNPL,2016-12-22,2017-01-03,332.05,4.65,332.5,341.6,2.74,-2.2,2.83
TORNTPOWER,2016-12-22,2017-01-03,175.96,2.2,173.5,178.15,2.68,-2.03,1.35
IDEA,2016-12-22,2017-01-03,72.11,1.71,71.5,73.4,2.66,-2.07,2.0
VTL,2016-12-22,2017-01-03,1098.69,14.05,1092.25,1121.3,2.66,-2.12,2.68
EVEREADY,2016-12-22,2017-01-03,212.67,6.43,214.4,220.05,2.64,-4.0,6.1
TCS,2016-12-22,2017-01-03,2328.61,28.92,2307.7,2368.25,2.62,-0.85,1.66
JMFINANCIL,2016-12-22,2017-01-03,66.45,1.17,66.7,68.45,2.62,-3.9,2.34
PAGEIND,2016-12-22,2017-01-03,13477.56,366.12,13443.8,13790.8,2.58,-4.48,6.49
CORPBANK,2016-12-22,2017-01-03,41.27,0.49,40.95,42.0,2.56,-1.83,1.86
MINDTREE,2016-12-22,2017-01-03,504.06,13.12,495.4,507.9,2.52,-1.81,4.93
GPPL,2016-12-22,2017-01-03,130.36,2.79,130.2,133.4,2.46,-3.87,5.47
BAJAJHLDNG,2016-12-22,2017-01-03,1803.33,28.75,1796.8,1840.75,2.45,-2.37,2.42
TATAMOTORS,2016-12-22,2017-01-03,470.29,8.0,469.6,481.1,2.45,-1.68,3.19
AHLUCONT,2016-12-22,2017-01-03,256.14,3.89,250.55,256.65,2.43,-1.63,3.22
INDHOTEL,2016-12-22,2017-01-03,97.07,1.34,94.85,97.15,2.42,-1.22,1.81
RADICO,2016-12-22,2017-01-03,110.28,1.18,108.35,110.95,2.4,-1.99,2.72
JINDALSTEL,2016-12-22,2017-01-03,68.77,1.84,68.8,70.4,2.33,-4.11,2.51
BRIGADE,2016-12-22,2017-01-03,149.74,2.02,150.1,153.6,2.33,-1.59,2.51
AMARAJABAT,2016-12-22,2017-01-03,878.72,9.7,869.55,889.7,2.32,-1.98,3.02
TIDEWATER,2016-12-22,2017-01-03,5534.97,61.34,5505.1,5632.1,2.31,-1.52,0.84
FORTIS,2016-12-22,2017-01-03,181.04,4.23,183.3,187.5,2.29,-3.96,3.95
CANFINHOME,2016-12-22,2017-01-03,1561.79,80.3,1621.05,1657.85,2.27,-8.97,7.12
TEXRAIL,2016-12-22,2017-01-03,111.14,2.62,112.8,115.35,2.26,-6.37,5.52
JUSTDIAL,2016-12-22,2017-01-03,336.79,8.84,341.45,349.15,2.26,-2.82,3.29
GRANULES,2016-12-22,2017-01-03,107.76,2.93,109.2,111.65,2.24,-5.94,3.19
HCLTECH,2016-12-22,2017-01-03,814.49,14.26,817.1,835.15,2.21,-2.86,1.83
BRITANNIA,2016-12-22,2017-01-03,2849.14,29.34,2810.65,2872.25,2.19,-1.3,1.53
ZYDUSWELL,2016-12-22,2017-01-03,856.46,14.77,849.55,868.05,2.18,-1.59,4.29
CIPLA,2016-12-22,2017-01-03,566.08,7.11,561.4,573.65,2.18,-4.7,3.72
GESHIP,2016-12-22,2017-01-03,359.96,6.37,363.65,371.5,2.16,-1.73,2.0
IDFCBANK,2016-12-22,2017-01-03,59.67,1.37,59.5,60.75,2.1,-4.34,8.72
PIDILITIND,2016-12-22,2017-01-03,590.88,8.72,594.0,606.4,2.09,-2.02,2.49
BEL,2016-12-22,2017-01-03,1381.17,21.63,1394.25,1423.15,2.07,-2.08,4.22
MHRIL,2016-12-22,2017-01-03,395.44,4.42,395.85,403.95,2.05,-0.89,1.26
SIEMENS,2016-12-22,2017-01-03,1086.24,22.42,1086.3,1108.5,2.04,-1.85,2.48
ASTRAL,2016-12-22,2017-01-03,387.94,6.1,385.05,392.9,2.04,-1.99,1.84
GSKCONS,2016-12-22,2017-01-03,5007.5,38.03,4980.5,5080.25,2.0,-0.59,1.38
AUROPHARMA,2016-12-22,2017-01-03,655.68,14.82,659.0,672.2,2.0,-3.56,3.41
CUB,2016-12-22,2017-01-03,130.13,1.21,129.75,132.35,2.0,-1.76,2.04
DRREDDY,2016-12-22,2017-01-03,3042.07,32.1,3012.35,3072.4,1.99,-0.81,1.64
BOMDYEING,2016-12-22,2017-01-03,47.89,0.8,47.95,48.9,1.98,-3.18,2.96
KANSAINER,2016-12-22,2017-01-03,321.57,4.39,324.25,330.65,1.97,-1.56,1.9
ALBK,2016-12-22,2017-01-03,60.27,1.48,61.15,62.35,1.96,-4.79,2.69
MAHLIFE,2016-12-22,2017-01-03,352.34,3.18,350.0,356.8,1.94,-0.98,1.51
DISHTV,2016-12-22,2017-01-03,83.63,1.12,83.85,85.4,1.85,-2.4,2.03
KITEX,2016-12-22,2017-01-03,404.08,4.71,399.3,406.6,1.83,-3.24,2.4
SUZLON,2016-12-22,2017-01-03,13.88,0.19,14.0,14.25,1.79,-2.15,1.81
TV18BRDCST,2016-12-22,2017-01-03,36.48,0.49,36.6,37.25,1.78,-2.21,1.41
INDOCO,2016-12-22,2017-01-03,259.59,4.35,259.45,264.0,1.75,-2.36,5.5
GUJFLUORO,2016-12-22,2017-01-03,469.86,3.99,471.55,479.7,1.73,-0.72,1.71
AXISBANK,2016-12-22,2017-01-03,445.02,7.75,447.55,455.25,1.72,-2.22,1.68
CENTRALBK,2016-12-22,2017-01-03,83.06,0.72,82.6,84.0,1.69,-1.02,1.32
CYIENT,2016-12-22,2017-01-03,488.19,7.77,484.05,491.95,1.63,-2.51,2.89
HEIDELBERG,2016-12-22,2017-01-03,108.41,3.5,110.25,112.0,1.59,-4.35,2.33
GUJGASLTD,2016-12-22,2017-01-03,523.64,8.48,526.5,534.65,1.55,-2.4,1.49
ABB,2016-12-22,2017-01-03,1035.17,6.51,1029.85,1045.35,1.51,-1.28,1.53
SUNDARMFIN,2016-12-22,2017-01-03,1146.56,20.81,1150.2,1167.4,1.5,-2.09,2.0
CAIRN,2016-12-22,2017-01-03,243.47,4.52,243.3,246.85,1.46,-3.78,2.95
COFFEEDAY,2016-12-22,2017-01-03,196.38,2.02,196.15,198.95,1.43,-1.75,1.72
HDFCBANK,2016-12-22,2017-01-03,1188.47,10.86,1173.1,1189.9,1.43,-0.95,1.55
VEDL,2016-12-22,2017-01-03,216.82,4.57,216.65,219.65,1.38,-4.18,2.92
JINDALPOLY,2016-12-22,2017-01-03,321.45,8.2,328.7,333.25,1.38,-5.23,3.65
DENABANK,2016-12-22,2017-01-03,32.64,0.54,32.95,33.4,1.37,-3.04,1.56
MOTHERSUMI,2016-12-22,2017-01-03,318.76,7.5,319.1,323.45,1.36,-3.13,3.91
RPOWER,2016-12-22,2017-01-03,41.0,0.88,41.4,41.95,1.33,-4.13,1.98
RAMCOSYS,2016-12-22,2017-01-03,339.66,11.04,344.0,348.5,1.31,-5.78,4.78
FINCABLES,2016-12-22,2017-01-03,411.93,5.72,406.4,411.7,1.3,-2.24,4.02
INFRATEL,2016-12-22,2017-01-03,337.82,5.15,337.2,341.5,1.28,-2.84,2.12
NH,2016-12-22,2017-01-03,338.67,4.01,335.25,339.45,1.25,-1.55,2.34
JSWHL,2016-12-22,2017-01-03,1347.58,11.37,1349.8,1366.6,1.24,-1.88,2.28
PCJEWELLER,2016-12-22,2017-01-03,391.15,4.25,387.15,391.9,1.23,-1.4,1.45
BHUSANSTL,2016-12-22,2017-01-03,40.49,0.65,40.65,41.15,1.23,-2.7,1.76
THOMASCOOK,2016-12-22,2017-01-03,183.3,2.97,183.0,185.2,1.2,-1.04,3.67
TATAPOWER,2016-12-22,2017-01-03,74.78,0.93,74.75,75.65,1.2,-1.71,1.69
GLAXO,2016-12-22,2017-01-03,2722.6,12.76,2713.5,2745.55,1.18,-0.8,0.95
WIPRO,2016-12-22,2017-01-03,465.89,5.8,461.7,467.0,1.15,-0.96,2.0
ATUL,2016-12-22,2017-01-03,2039.31,31.23,2031.35,2054.05,1.12,-2.53,2.18
HSIL,2016-12-22,2017-01-03,278.7,2.45,278.0,281.1,1.12,-1.16,2.2
GRINDWELL,2016-12-22,2017-01-03,324.54,2.82,325.1,328.55,1.06,-1.5,2.07
EIHOTEL,2016-12-22,2017-01-03,94.89,1.63,95.95,96.95,1.04,-2.74,2.26
BHARATFORG,2016-12-22,2017-01-03,910.69,13.09,912.95,922.1,1.0,-3.34,3.17
OBEROIRLTY,2016-12-22,2017-01-03,299.38,8.12,307.35,310.2,0.93,-3.24,5.6
INFY,2016-12-22,2017-01-03,995.28,8.11,984.7,993.85,0.93,-1.68,1.84
GVKPIL,2016-12-22,2017-01-03,5.42,0.08,5.45,5.5,0.92,-3.64,2.78
AVANTIFEED,2016-12-22,2017-01-03,486.5,3.61,486.35,490.55,0.86,-1.34,0.84
SJVN,2016-12-22,2017-01-03,30.0,0.17,29.75,30.0,0.84,-0.99,1.18
ROLTA,2016-12-22,2017-01-03,61.71,1.93,63.2,63.7,0.79,-4.44,3.96
BFUTILITIE,2016-12-22,2017-01-03,387.63,8.81,390.8,393.8,0.77,-3.91,3.21
PFIZER,2016-12-22,2017-01-03,1814.11,10.52,1804.2,1818.05,0.77,-0.97,1.42
VAKRANGEE,2016-12-22,2017-01-03,272.52,2.72,273.35,275.45,0.77,-1.9,1.78
VIDEOIND,2016-12-22,2017-01-03,103.98,0.26,103.55,104.25,0.68,-0.19,0.39
PRISMCEM,2016-12-22,2017-01-03,79.64,2.37,82.8,83.35,0.66,-4.45,4.38
BANKINDIA,2016-12-22,2017-01-03,106.47,1.78,107.65,108.35,0.65,-3.32,1.8
AARTIIND,2016-12-22,2017-01-03,691.85,12.61,699.1,703.4,0.62,-2.48,1.5
WOCKPHARMA,2016-12-22,2017-01-03,655.52,11.15,662.3,666.35,0.61,-3.88,1.44
AIAENG,2016-12-22,2017-01-03,1283.15,18.99,1284.9,1292.4,0.58,-2.04,2.95
SANOFI,2016-12-22,2017-01-03,4252.89,33.95,4240.05,4264.75,0.58,-0.72,1.71
PNCINFRA,2016-12-22,2017-01-03,103.98,1.22,104.0,104.6,0.58,-1.46,3.71
ICICIBANK,2016-12-22,2017-01-03,252.43,1.88,252.95,254.4,0.57,-1.47,2.18
SHOPERSTOP,2016-12-22,2017-01-03,289.07,7.38,293.8,295.45,0.56,-4.65,4.01
FEDERALBNK,2016-12-22,2017-01-03,65.51,1.3,65.8,66.15,0.53,-4.0,3.04
BIOCON,2016-12-22,2017-01-03,935.85,18.12,940.35,945.3,0.53,-3.9,2.53
ESSELPACK,2016-12-22,2017-01-03,245.5,1.77,245.65,246.95,0.53,-2.47,1.41
STAR,2016-12-22,2017-01-03,1049.23,14.8,1043.65,1048.5,0.46,-2.15,3.19
GREENPLY,2016-12-22,2017-01-03,248.0,5.41,246.75,247.85,0.45,-3.54,5.45
OMAXE,2016-12-22,2017-01-03,158.51,1.03,159.0,159.65,0.41,-0.9,0.54
MAGMA,2016-12-22,2017-01-03,101.12,2.29,103.65,104.05,0.39,-4.05,2.23
INOXWIND,2016-12-22,2017-01-03,184.63,2.97,185.9,186.6,0.38,-2.67,2.69
MARKSANS,2016-12-22,2017-01-03,40.19,0.64,40.75,40.9,0.37,-2.48,2.76
PFC,2016-12-22,2017-01-03,121.62,3.52,124.75,125.2,0.36,-4.05,2.26
RELCAPITAL,2016-12-22,2017-01-03,431.82,13.07,440.85,442.35,0.34,-6.02,2.03
VINATIORGA,2016-12-22,2017-01-03,583.03,10.43,594.85,596.45,0.27,-2.28,3.09
SITINET,2016-12-22,2017-01-03,37.39,0.33,37.15,37.25,0.27,-1.7,1.6
SYNDIBANK,2016-12-22,2017-01-03,61.37,0.7,61.9,62.05,0.24,-3.0,1.84
PTC,2016-12-22,2017-01-03,73.07,1.29,73.85,74.0,0.2,-2.51,2.1
JBFIND,2016-12-22,2017-01-03,208.63,5.26,211.7,211.95,0.12,-3.88,1.98
JYOTHYLAB,2016-12-22,2017-01-03,334.89,5.75,335.95,336.15,0.06,-3.41,3.83
ABFRL,2016-12-22,2017-01-03,220.35,0.0,220.35,220.35,0.0,0.0,0.0
NITINFIRE,2016-12-22,2017-01-03,24.08,0.57,24.6,24.6,0.0,-3.1,2.3
DBREALTY,2016-12-22,2017-01-03,36.98,1.03,38.05,38.05,0.0,-3.58,4.01
AMTEKAUTO,2016-12-22,2017-01-03,32.82,0.69,33.6,33.6,0.0,-3.5,3.1
UNIONBANK,2016-12-22,2017-01-03,124.77,1.99,126.25,126.25,0.0,-3.75,1.99
FSL,2016-12-22,2017-01-03,34.75,0.0,34.75,34.75,0.0,0.0,0.0
VRLLOG,2016-12-22,2017-01-03,261.64,2.99,262.4,262.35,-0.02,-2.33,1.37
SWANENERGY,2016-12-22,2017-01-03,156.31,7.66,161.95,161.85,-0.06,-7.29,4.15
HTMEDIA,2016-12-22,2017-01-03,72.83,0.85,73.9,73.85,-0.07,-1.57,1.45
PHOENIXLTD,2016-12-22,2017-01-03,371.97,5.44,378.4,378.0,-0.11,-1.94,2.04
RELAXO,2016-12-22,2017-01-03,401.76,2.22,399.95,399.35,-0.15,-1.52,1.29
UCOBANK,2016-12-22,2017-01-03,33.35,0.38,33.7,33.65,-0.15,-2.09,1.06
PIIND,2016-12-22,2017-01-03,820.46,9.96,828.85,827.35,-0.18,-3.42,2.13
KOTAKBANK,2016-12-22,2017-01-03,714.06,3.02,713.15,711.75,-0.2,-0.92,0.88
IGARASHI,2016-12-22,2017-01-03,709.45,15.02,726.5,724.7,-0.25,-3.71,3.05
JMTAUTOLTD,2016-12-22,2017-01-03,19.23,0.36,19.15,19.1,-0.26,-5.43,1.32
ORIENTBANK,2016-12-22,2017-01-03,106.24,2.3,108.05,107.75,-0.28,-4.25,3.41
HDFC,2016-12-22,2017-01-03,1231.84,16.08,1217.4,1214.0,-0.28,-3.6,1.55
CADILAHC,2016-12-22,2017-01-03,351.65,8.43,355.85,354.8,-0.3,-5.34,3.53
ASTRAZEN,2016-12-22,2017-01-03,932.33,8.14,940.45,937.45,-0.32,-2.5,1.86
HMVL,2016-12-22,2017-01-03,266.34,4.0,270.9,269.95,-0.35,-2.93,1.48
MONSANTO,2016-12-22,2017-01-03,2247.25,6.18,2256.4,2248.4,-0.35,-0.67,0.39
HEROMOTOCO,2016-12-22,2017-01-03,3020.19,19.05,2998.8,2986.55,-0.41,-1.45,1.38
NIITTECH,2016-12-22,2017-01-03,426.11,6.24,432.75,430.9,-0.43,-4.52,3.24
ZENSARTECH,2016-12-22,2017-01-03,941.63,14.61,950.1,945.95,-0.44,-2.89,2.13
OFSS,2016-12-22,2017-01-03,3155.38,31.22,3180.9,3166.3,-0.46,-2.19,2.01
BLISSGVS,2016-12-22,2017-01-03,156.55,3.04,158.55,157.8,-0.47,-5.46,1.7
TATACOMM,2016-12-22,2017-01-03,621.31,9.38,628.75,625.65,-0.49,-3.48,2.64
ICRA,2016-12-22,2017-01-03,3971.0,14.93,3967.45,3947.85,-0.49,-1.11,0.82
MANPASAND,2016-12-22,2017-01-03,536.31,13.03,547.65,544.45,-0.58,-3.35,5.52
HINDZINC,2016-12-22,2017-01-03,256.88,5.08,260.95,259.4,-0.59,-3.39,2.76
MAYURUNIQ,2016-12-22,2017-01-03,342.03,3.24,345.45,343.35,-0.61,-1.74,0.7
VGUARD,2016-12-22,2017-01-03,161.6,2.97,164.8,163.75,-0.64,-2.78,2.53
COLPAL,2016-12-22,2017-01-03,898.06,6.4,904.65,898.3,-0.7,-1.06,1.41
RECLTD,2016-12-22,2017-01-03,123.51,3.7,127.3,126.4,-0.71,-4.36,1.91
WONDERLA,2016-12-22,2017-01-03,340.45,3.26,342.25,339.75,-0.73,-2.45,3.4
RELINFRA,2016-12-22,2017-01-03,469.76,15.84,482.65,478.4,-0.88,-6.54,2.46
IPCALAB,2016-12-22,2017-01-03,528.87,6.12,535.2,530.25,-0.92,-1.37,1.71
THERMAX,2016-12-22,2017-01-03,757.8,15.19,776.85,769.15,-0.99,-3.35,4.28
INDIGO,2016-12-22,2017-01-03,825.35,5.12,828.25,819.85,-1.01,-1.72,0.72
SPARC,2016-12-22,2017-01-03,304.92,4.71,312.45,309.2,-1.04,-3.16,1.66
MOTILALOFS,2016-12-22,2017-01-03,520.5,14.48,524.25,518.8,-1.04,-6.07,2.02
PNB,2016-12-22,2017-01-03,116.72,2.47,119.4,118.05,-1.13,-4.13,2.12
GILLETTE,2016-12-22,2017-01-03,4286.45,21.69,4287.75,4238.75,-1.14,-1.26,0.17
ONGC,2016-12-22,2017-01-03,192.63,3.36,194.9,192.5,-1.23,-3.28,0.9
BALLARPUR,2016-12-22,2017-01-03,15.78,0.25,16.1,15.9,-1.24,-1.88,1.92
REDINGTON,2016-12-22,2017-01-03,95.75,0.83,96.4,95.2,-1.24,-1.18,1.0
KPIT,2016-12-22,2017-01-03,135.44,1.37,137.3,135.55,-1.27,-1.72,0.86
APOLLOTYRE,2016-12-22,2017-01-03,187.1,2.64,189.65,187.25,-1.27,-2.5,1.43
AEGISCHEM,2016-12-22,2017-01-03,131.19,3.04,134.1,132.35,-1.3,-3.05,1.67
INFIBEAM,2016-12-22,2017-01-03,1161.96,16.85,1182.5,1166.7,-1.34,-1.84,5.86
SOMANYCERA,2016-12-22,2017-01-03,487.67,7.61,496.25,489.55,-1.35,-2.02,1.59
UNICHEMLAB,2016-12-22,2017-01-03,257.61,5.72,264.35,260.75,-1.36,-2.48,3.38
SUPREMEIND,2016-12-22,2017-01-03,890.12,15.45,900.45,887.6,-1.43,-3.14,3.35
HINDALCO,2016-12-22,2017-01-03,157.75,4.65,161.25,158.85,-1.49,-4.9,2.67
RELIGARE,2016-12-22,2017-01-03,253.79,5.42,253.95,250.15,-1.5,-3.96,5.26
MPHASIS,2016-12-22,2017-01-03,552.75,11.06,545.75,537.45,-1.52,-4.97,3.2
TAKE,2016-12-22,2017-01-03,135.59,3.03,139.2,137.05,-1.54,-4.18,2.79
CAPLIPOINT,2016-12-22,2017-01-03,341.31,5.54,347.35,342.0,-1.54,-3.06,2.2
VIJAYABANK,2016-12-22,2017-01-03,47.44,0.49,48.35,47.6,-1.55,-2.62,1.49
LICHSGFIN,2016-12-22,2017-01-03,542.58,9.3,539.7,531.3,-1.56,-5.29,1.72
LAKSHVILAS,2016-12-22,2017-01-03,140.77,1.66,142.4,140.15,-1.58,-3.18,1.62
PRESTIGE,2016-12-22,2017-01-03,169.72,2.19,172.55,169.65,-1.68,-1.93,1.48
ANDHRABANK,2016-12-22,2017-01-03,47.76,0.84,48.8,47.85,-1.95,-4.23,1.72
SBIN,2016-12-22,2017-01-03,248.13,3.28,249.8,244.9,-1.96,-2.64,1.86
NATCOPHARM,2016-12-22,2017-01-03,589.04,8.84,595.1,583.3,-1.98,-3.19,3.64
IOB,2016-12-22,2017-01-03,24.4,0.37,24.9,24.4,-2.01,-3.01,1.04
SYMPHONY,2016-12-22,2017-01-03,1175.43,18.71,1196.0,1166.55,-2.46,-2.71,2.32
JCHAC,2016-12-22,2017-01-03,1392.0,14.8,1411.7,1375.25,-2.58,-1.43,0.35
MCLEODRUSS,2016-12-22,2017-01-03,140.99,2.23,143.2,139.35,-2.69,-2.94,1.01
LINDEINDIA,2016-12-22,2017-01-03,355.27,7.95,362.0,352.15,-2.72,-3.89,1.71
CARERATING,2016-12-22,2017-01-03,1318.63,26.51,1355.45,1318.25,-2.74,-4.08,1.86
SBBJ,2016-12-22,2017-01-03,677.08,9.35,684.0,664.7,-2.82,-2.28,1.56
APLLTD,2016-12-22,2017-01-03,608.63,8.87,620.0,602.0,-2.9,-1.31,1.08
SOUTHBANK,2016-12-22,2017-01-03,19.71,0.58,20.5,19.9,-2.93,-5.74,1.85
MYSOREBANK,2016-12-22,2017-01-03,532.25,8.18,539.1,520.9,-3.38,-2.93,2.16
GLENMARK,2016-12-22,2017-01-03,902.23,19.38,925.55,893.15,-3.5,-4.0,1.04
SBT,2016-12-22,2017-01-03,531.9,8.77,540.4,519.45,-3.88,-2.24,1.84
BANKBARODA,2016-12-22,2017-01-03,151.54,3.02,155.05,148.6,-4.16,-3.69,1.73
RCOM,2016-12-22,2017-01-03,34.41,1.3,35.85,34.25,-4.46,-5.04,2.06
SHILPAMED,2016-12-22,2017-01-03,710.66,33.51,749.4,705.95,-5.8,-7.85,2.34
LAOPALA,2016-12-22,2017-01-03,464.19,20.4,500.0,469.95,-6.01,-4.61,4.41
WELCORP,2016-12-22,2017-01-03,76.61,2.52,81.35,76.15,-6.39,-7.68,3.34
CANBK,2016-12-22,2017-01-03,269.73,9.6,282.95,264.8,-6.41,-5.72,1.46
DIVISLAB,2016-12-22,2017-01-03,864.24,134.94,1108.25,777.85,-29.81,-22.26,4.58
ENGINERSIN,2016-12-22,2017-01-03,253.78,79.58,316.4,154.7,-51.11,-49.32,5.6
KPRMILL,2016-11-16,2016-11-28,1355.5,529.91,2122.0,564.95,-73.38,-50.71,4.0
BALMLAWRIE,2016-12-22,2017-01-03,488.22,388.97,1093.1,235.45,-78.46,-77.52,3.15
KARURVYSYA,2016-11-04,2016-11-16,390.81,149.7,470.0,91.03,-80.63,-80.18,2.36
JSWSTEEL,2016-12-22,2017-01-03,5841.27,6477.99,15666.0,1644.55,-89.5,-90.23,3.1
